date,stock_name,stock_code,title,link,content
2005-12-06,株式会社サンユートレックス,,株式会社サンユートレックスに対する検査結果に基づく勧告について（平成17年12月6日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051206.html,株式会社サンユートレックスに対する検査結果に基づく勧告について 平成17年12月6日 証券取引等監視委員会 １ ．勧告の内容 関東財務局長が株式会社サンユートレックス（東京都中央区日本橋、資本金６０百万円、役職員４９名）を検査した結果、下記のとおり当該金融先物取引業者に、法令違反の事実が認められたので、平成１７年１２月６日、証券取引等監視委員会は、内閣総理大臣及び金融庁長官に対して、金融庁設置法第２０条第１項の規定に基づき、行政処分を行うよう勧告した。 ２ ．事実関係 (1) 取引一任勘定取引の受託契約等の締結 株式会社サンユートレックス（店頭金融先物取引業を行っており、金融先物取引法の一部を改正する法律（平成１６年法律第１５９号）附則第２条第２項により金融先物取引業者とみなされる者）は、平成１７年７月２８日、顧客との間で、外国為替証拠金取引の受託につき、取引の数量、約定数値その他の内閣府令で定める事項について、顧客の同意を得ないで定めることができることを内容とする受託契約を締結した上で、平成１７年７月２８日及び翌２９日の両日において、取引を受託、執行した。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第７６条第３号に規定する「取引の数量、約定数値その他の内閣府令で定める事項について、顧客の同意を得ないで定めることができることを内容とする受託契約等を締結すること」に該当すると認められる。 (2) 両建取引の勧誘 株式会社サンユートレックスは、平成１７年７月１日以降、顧客に対し、当該顧客が行う通貨等の売付け又は買付けと対当する取引の勧誘を行い、取引を受託、執行した。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第７６条第９号に基づく金融先物取引法施行規則第２５条第６号に規定する「顧客に対し、当該顧客が行う通貨等の売付け又は買付けと対当する取引の勧誘をすること」に該当すると認められる。 (3) 不招請勧誘 株式会社サンユートレックスは、平成１７年７月１日以降、受託契約等の締結の勧誘の要請をしていない一般顧客に対し、訪問し又は電話をかけて、受託契約等の締結の勧誘を行った。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第７６条第４号に規定する「受託契約等の締結の勧誘の要請をしていない一般顧客に対し、訪問し又は電話をかけて、受託契約等の締結を勧誘すること」に該当すると認められる。
2005-12-13,フォレックスインターナショナル株式会社,,フォレックスインターナショナル株式会社に対する検査結果に基づく勧告について（平成17年12月13日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051213.html,フォレックスインターナショナル株式会社に対する検査結果に基づく勧告について 平成17年12月13日 証券取引等監視委員会 １ ．勧告の内容 関東財務局長がフォレックスインターナショナル株式会社（東京都中央区、資本金50百万円、役職員47名）を検査した結果、下記のとおり当該金融先物取引業者に、法令違反の事実が認められたので、平成17年12月13日、証券取引等監視委員会は、内閣総理大臣及び金融庁長官に対して、金融庁設置法第20条第１項の規定に基づき、行政処分を行うよう勧告した。 ２ ．事実関係 ○ 不招請勧誘 フォレックスインターナショナル株式会社（店頭金融先物取引業を行っており、金融先物取引法の一部を改正する法律（平成16年法律第159号）附則第２条第２項により金融先物取引業者とみなされる者）は、平成17年７月１日以降、受託契約等の締結の勧誘の要請をしていない一般顧客に対し、電話をかけて、受託契約等の締結の勧誘を行った。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第76条第４号に規定する「受託契約等の締結の勧誘の要請をしていない一般顧客に対し、電話をかけて、受託契約等の締結を勧誘すること」に該当すると認められる。
2005-11-29,ある証券会社,,顧客による「見せ玉」等売買の申込み行為による相場操縦を課徴金の対象とすること等についての建議（平成17年11月29日）,https://www.fsa.go.jp/sesc/actions/kengi171129.html,金融庁設置法第21条の規定に基づく建議について 平成17年11月29日 証券取引等監視委員会 証券取引等監視委員会は、金融庁設置法第21条の規定に基づき、本日、金融庁長官に対して、下記のとおり建議を行った。 記 建 議１．顧客による「見せ玉」等売買の申込み行為による相場操縦を課徴金の対象とすることについて 相場操縦の一手法として、市場の株価を誘導するために、約定させる意思がないにもかかわらず、市場に注文を出して売買を申込み、約定する前に取り消す、いわゆる「見せ玉」等が認められた。 相場操縦の禁止について規定する証券取引法第159条第2項第1号は、顧客による「見せ玉」等売買の申込み行為を規制の対象としているが、相場操縦に対する課徴金について規定する同法第174条は、売買等が成立している取引のみを規制の対象としており、「見せ玉」等売買の申込み行為は売買等が成立していないことから、課徴金制度が適用されない。したがって、相場操縦等の不公正取引規制の実効性を確保するための課徴金制度においても「見せ玉」等売買の申込み行為を適用対象とする必要がある。 建 議２．証券会社の自己の計算における「見せ玉」等売買の申込み行為を刑事罰及び課徴金の対象とすることについて 証券会社の顧客が「見せ玉」等売買の申込み行為を行った場合、証券取引法第159条第2項第1号にいう売買等の委託に該当し、処罰の対象となるにもかかわらず、証券取引所の取引参加者である証券会社が自己の計算で「見せ玉」等売買の申込み行為を行った場合には、売買等にも売買等の委託にも該当しないことから、同号による禁止の対象とされていない。 「見せ玉」等売買の申込み行為による相場操縦につき、証券会社とその顧客において、当罰性には何ら差異がないことから、証券会社の自己の計算における「見せ玉」等売買の申込み行為をも、同号における禁止規定の対象とするとともに、同法第197条第１項第７号において規定する刑事罰の対象とする必要がある。 当該行為については、併せて同法第174条に規定する課徴金の対象にもする必要がある。 建 議３．業務範囲の見直しに係る顧客保護について 金融審議会金融分科会第一部会（中間整理）によると、業務範囲に関して、「投資サービス法においては、本来業務として、投資商品として位置付けられる幅広い金融商品に係る販売・勧誘やこれに関する資産運用・助言、資産管理を、一体として規制すべきである。この際、現行法の下においては、例えば、現在、証券業と証券投資一任業を兼業するためには、証券業の登録、投資顧問業との兼業の届出、投資助言業の登録、一任の認可、証券業との兼業の認可といった手続が必要となるほか、兼業に伴う弊害防止措置についても証券取引法と投資顧問業法にそれぞれ規定が置かれているなど、縦割りの法律が健全な兼業を妨げているといった指摘があることに留意が必要である。」と指摘されている。 当委員会による証券会社に対する検査の結果を踏まえると、現在も、取引一任勘定取引により顧客が不当な手数料の支払いを強いられるような状況が散見されるところである。このため、投資サービス法における業務範囲の見直しに当たって、幅広い金融資産にかかる販売・勧誘やこれに関する資産運用・助言、資産管理を一体として規制することとなり、それに伴い取引一任勘定取引契約の禁止の扱いも見直される場合には、投資者保護に支障を来たさないよう証券会社が顧客の利益を損なうことを防止するため、現行の投資顧問業法における投資一任契約に係る規制も踏まえ、必要かつ適切な措置を講ずる必要がある。
2005-11-21,日本デリックス株式会社,,日本デリックス株式会社に対する検査結果に基づく勧告について（平成17年11月21日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051121.html,日本デリックス株式会社に対する検査結果に基づく勧告について 平成17年11月21日 証券取引等監視委員会 １ ．勧告の内容 関東財務局長が日本デリックス株式会社（東京都港区六本木、資本金１００百万円、役職員１５２名）を検査した結果、下記のとおり当該金融先物取引業者に、その業務又は財産の状況に照らし支払不能に陥るおそれが認められたほか、法令違反の事実が認められたので、平成１７年１１月１日、証券取引等監視委員会は、内閣総理大臣及び金融庁長官に対して、金融庁設置法第２０条第１項の規定に基づき、行政処分を行うよう勧告した。 ２ ．事実関係 ○ 業務又は財産の状況に照らし、支払不能に陥るおそれがあり、かつ、委託者等から預託を受けた委託証拠金その他の保証金について自己の固有財産と区分して管理していない状況 日本デリックス株式会社は、店頭金融先物取引業を行っており、金融先物取引法の一部を改正する法律（平成１６年法律第１５９号）附則第２条第２項により金融先物取引業者とみなされるものであるが、 (1) 平成１７年９月３０日現在債務超過となっているうえ、債務超過解消の目途がたっておらず、その業務又は財産の状況に照らし、支払不能に陥るおそれがある、 (2) 委託者等から預託された委託証拠金その他の保証金について自己の固有財産と区分して管理しておらず、平成１７年９月３０日現在の現預金残高は顧客への返還必要額に不足している、 と認められる。 当社の上記(1)の状況は金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第８７条第１項第４号に該当し、上記(2)の状況は金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第９１条第１項に違反すると認められる。
2005-12-16,,,金沢信用金庫に対する検査結果に基づく勧告について（平成17年12月16日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051216.html,"金沢信用金庫に対する検査結果に基づく勧告について 平成17年12月16日 証券取引等監視委員会 １ ．勧告の内容 北陸財務局長が金沢信用金庫（石川県金沢市、出資金 2,157百万円、役職員741名）を検査した結果、下記のとおり当該信用金庫の使用人に係る法令違反の事実が認められたので、平成17年12月16日、証券取引等監視委員会は、内閣総理大臣及び金融庁長官に対して、金融庁設置法第20条第１項の規定に基づき、適切な措置を講ずるよう勧告した。 ２ ．事実関係 ○ 損失を補てんするため財産上の利益を提供する行為 本店営業部営業員は、平成16年１月13日、顧客の投資信託受益証券の解約につき、当該受益証券について生じた顧客の損失の全部を補てんするため、顧客の預金口座へ入金する方法により、約16千円の財産上の利益を提供した。 当該使用人が行った上記行為は、証券取引法第65条の２第６項において準用する同法第42条の２第１項第３号に規定する「有価証券の売買その他の取引等につき、当該有価証券等について生じた顧客の損失の全部若しくは一部を補てんするため、当該顧客に対し、財産上の利益を提供する行為」に該当すると認められる。"
2005-11-18,日本フォレックス株式会社,,日本フォレックス株式会社に対する検査結果に基づく勧告について（平成17年11月18日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051118-2.html,日本フォレックス株式会社に対する検査結果に基づく勧告について 平成17年11月18日 証券取引等監視委員会 １ ．勧告の内容 近畿財務局長が日本フォレックス株式会社（大阪市中央区、資本金50百万円、役職員103名）を検査した結果、下記のとおり当該金融先物取引業者に係る法令違反の事実が認められたので、平成17年11月18日、証券取引等監視委員会は、内閣総理大臣及び金融庁長官に対して、金融庁設置法第20条第１項の規定に基づき、行政処分を行うよう勧告した。 ２ ．事実関係 (1) 不招請勧誘 日本フォレックス株式会社（店頭金融先物取引業を行っており、金融先物取引法の一部を改正する法律（平成16年法律第159号）附則第２条第２項により金融先物取引業者とみなされる者）は、大阪本店において、平成17年７月１日以降、受託契約等の締結の勧誘の要請をしていない一般顧客に対し、電話をかけて受託契約等の締結の勧誘を行った。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第76条第４号に規定する「受託契約等の締結の勧誘の要請をしていない一般顧客に対し、電話をかけて受託契約等の締結を勧誘すること」に該当すると認められる。 (2) 契約締結前の交付書面にかかる記載不備 日本フォレックス株式会社は、平成17年７月１日から同年10月11日までの間、金融先物取引の受託等を内容とする契約を締結した全顧客に対し、金融先物取引法第70条第１項に規定する記載すべき事項を記載していない契約締結前に交付すべき書面を交付した。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第70条第１項に違反すると認められる。
2005-10-26,松井証券株式会社,8628,松井証券株式会社に対する検査結果に基づく勧告について（平成17年10月26日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051026a.html,松井証券株式会社に対する検査結果に基づく勧告について 平成１７年１０月２６日 証券取引等監視委員会 １ ．勧告の内容 証券取引等監視委員会は、松井証券株式会社（東京都千代田区、資本金１１５億円、役職員約２２０名）を検査した結果、下記のとおり当該証券会社に係る法令違反の事実が認められたので、本日、内閣総理大臣及び金融庁長官に対して、金融庁設置法第２０条第１項の規定に基づき、行政処分を行うよう勧告した。 ２ ．事実関係 ○ 有価証券の売買その他の取引に関し、重要な事項につき誤解を生ぜしめるべき表示をする行為 松井証券株式会社は、平成１５年７月から平成１７年４月までの間、多数の顧客に対して一般信用取引の勧誘を行うに際し、一般信用取引における信用期日という重要な事項に関し、株式分割等、一定の場合に信用期日が設定されることがあるにもかかわらず、会社案内により、信用期日が設定されることは一切ないかのような誤解を生ぜしめるべき表示を行った。 当該証券会社が行った上記行為は、証券取引法第４２条第１項第１０号（平成１７年３月３１日以前の行為については、平成１６年法律第９７号による改正前の第４２条第１項第９号）に基づく証券会社の行為規制等に関する内閣府令第４条第１号に規定する「有価証券の売買その他の取引に関し、重要な事項につき誤解を生ぜしめるべき表示をする行為」に該当すると認められる。 補足説明
2005-11-18,株式会社フォレックス・スター,,株式会社フォレックス・スターに対する検査結果に基づく勧告について（平成17年11月18日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051118-3.html,株式会社フォレックス・スターに対する検査結果に基づく勧告について 平成17年11月18日 証券取引等監視委員会 １ ．勧告の内容 関東財務局長が株式会社フォレックス・スター（東京都中央区八重洲、資本金50百万円、役職員18名）を検査した結果、下記のとおり当該金融先物取引業者に、その業務又は財産の状況に照らし支払不能に陥るおそれが認められたほか、法令違反の事実が認められたので、平成17年10月18日、証券取引等監視委員会は、内閣総理大臣及び金融庁長官に対して、金融庁設置法第20条第１項の規定に基づき、行政処分を行うよう勧告した。 ２ ．事実関係 ○ 業務又は財産の状況に照らし、支払不能に陥るおそれがあり、かつ、委託者等から預託を受けた委託証拠金その他の保証金について自己の固有財産と区分して管理していない状況 株式会社フォレックス・スターは、店頭金融先物取引業を行っており、金融先物取引法の一部を改正する法律（平成16年法律第159号）附則第２条第２項により金融先物取引業者とみなされるものであるが、 (1) 平成17年９月30日現在債務超過となっているうえ、債務超過解消の目途がたっておらず、その業務又は財産の状況に照らし、支払不能に陥るおそれがある、 (2) 委託者等から預託された委託証拠金その他の保証金について自己の固有財産と区分して管理しておらず、平成17年９月30日現在の現預金残高は顧客への返還必要額に不足している、 と認められる。 当社の上記(1)の状況は金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第87条第１項第４号に該当し、上記(2)の状況は金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第91条第１項に違反すると認められる。
2005-08-26,,,証券取引等監視委員会の事務処理状況の公表について（平成17年8月26日）,https://www.fsa.go.jp/sesc/reports/n_16/n_16.html,"平成16年度版年次公表 証券取引等監視委員会の事務処理状況の公表について 平成１７年８月２６日 証券取引等監視委員会 １ . 事務処理状況の公表 証券取引等監視委員会（以下「監視委員会」という。）は、金融庁設置法第22条の規定に基づき、毎年、事務処理状況を公表することとしており、本年は、平成16年7月１日から平成17年6月30日までの期間（以下「平成16事務年度」という。）における事務の処理状況を、本日、「証券取引等監視委員会の活動状況」として公表した。なお、本公表は、監視委員会発足後13回目となる。 ２. 全般的な評価 犯則事件の調査・告発においては、監視委員会発足以来の年間最多となる11件の事件について告発を行った。中でも、特に社会的に大きな影響を与えたものとして、西武鉄道(株)に係る虚偽の有価証券報告書提出及び同社株券に係る内部者取引事件（西武鉄道事件）のほか、いわゆるデイトレーダーと呼ばれる個人投資家のインターネット取引による相場操縦事件（真柄建設他２銘柄事件）や、中央省庁勤務の公務員が法令に基づく権限を利用して行った初の内部者取引事件（チノン事件）があった。 証券会社等に対する検査においては、147社の検査を終了し、67社において問題点が認められた。このうち、17社に対して行政処分等を行うことを求める勧告を行った。主な問題点として、実勢を反映しない作為的相場を形成させるべき一連の有価証券の売買取引をする行為、有価証券の売買その他の取引に関し虚偽の表示をする行為又は重要な事項につき誤解を生ぜしめるべき表示をする行為、取引一任勘定取引の契約を締結する行為、投資信託受益証券の乗換勧誘に際し重要な事項について説明を行っていない状況等が認められた。 平成16事務年度は、先の西武鉄道事件や(株)ライブドアによるニッポン放送株取得を巡る一連の動向など、証券市場において社会的に強い関心を集めマスメディアにより国民にも広く報道される出来事が多くみられた。他方、監視委員会においては監視機能、体制の強化が図られてきており、新たに付与された権限も的確に行使し、監視委員会に与えられた責務を着実に果たすことを通じて、引き続き、公正で信頼される証券市場の保持に全力を尽くしていくこととしている。 ３. 概要 (1) 犯則事件の調査・告発 犯則事件の調査の結果、内部者取引につき６件・10名、風説の流布及び偽計につき1件・2名、相場操縦につき２件・2名、虚偽の有価証券報告書提出につき２件・4名、計11件・18名について、証券取引法に違反するとして告発を行った。 その主なものの概要は次のとおりである。 ○ 真柄建設他２銘柄事件（相場操縦） 犯則嫌疑者は、東京証券取引所市場第一部上場銘柄である真柄建設の株式ほか２銘柄の株式につき、各株式の売買を誘引する目的をもって、北海道釧路市の自宅において、インターネット取引の方法により、各株式の売買が繁盛であると誤解させ、かつ各株式の相場を変動させる一連の売買の委託をした。 ○ チノン事件（内部者取引） 犯則嫌疑者は、経済産業省の職員として産業活力再生法に基づく事業再構築計画の審査・認定事務に従事していたが、その審査・認定事務の過程において、コダックジャパンデジタルプロダクトディベロップメント(株)が産活法の適用を前提としてチノン(株)株について公開買付を行うことを決定した事実を知り、その公表前にチノン(株)株券を買い付けて利益を得ようと企て、自己及び妻名義で、同社の株券を買い付けた。 ○ 西武鉄道事件（虚偽の有価証券報告書提出、内部者取引） (株)コクドの取締役会長であった犯則嫌疑者は、犯則嫌疑法人(株)西武鉄道代表取締役社長らと共謀の上、同社の業務に関し、関東財務局長に対し、(株)コクドの所有に係る同西武鉄道(株)株式数につき、発行済株式総数に対する所有割合が約65％であるにもかかわらず、その所有割合を約43％などとする重要な事項についての虚偽の記載のある有価証券報告書を提出した。 また、同犯則嫌疑者は、その職務に関し、西武鉄道(株)の有価証券報告書に継続的に犯則嫌疑法人(株)コクドの所有に係る西武鉄道(株)株式等について虚偽の記載をしてきた事実を知り、その公表前に、その株式を売却してその株式数等について減少させようと企て、(株)コクドの従業員らと共謀の上、同社の業務に関し、他社に対し、同社が所有する株式を売り付けた。 (2) 検査 本事務年度中に証券会社113社(うち外証17社)、登録金融機関27社に対して検査に着手した。 本事務年度において検査が終了したものは、前期繰越分を含め147社となっているが、このうち67社に問題点が認められた（問題点の割合46%）。問題点が認められた67社中、50社において市場ルールの違反行為が認められたほか、証券会社の営業姿勢や内部管理体制に関する問題点も多数認められた。 (3) 内閣総理大臣及び金融庁長官に対する勧告 検査結果に基づき、内閣総理大臣及び金融庁長官に対し、重大な法令違反が認められたとして、行政処分等を求める勧告を17件(うち財務局等分12件)実施した。 事案の内容は次のとおり。 （会・個 ）　（会社 ）　（個人 ） ○ 向い呑み １件 ― ― ○ 取引一任勘定取引契約の締結 ４件 ― ４件 ○ 有価証券の売買等に関する虚偽又は重要な事項について誤解を生ぜしめるべき表示をする行為 ３件 ― ― ○ 作為的相場形成 ２件 ― ― ○ 職務上知りえた特別の情報に基づく有価証券の売買及び投機的利益追求 ― ― １件 ○ 投資信託受益証券の乗換勧誘に際し、重要な事項について説明を行っていない状況 ２件 ― ― ○ 信用の供与の条件として有価証券の売買等をする行為 ― １件 ― ○ 仮装取引及び馴合い取引 ― １件 ― ○ 本人確認を行わない行為 １件 ― ― （注） １件の勧告で複数の法令違反の指摘を行う場合があるため、勧告件数とは一致しない。 《勧告の対象となった主な法令違反の概要》 イ 証券会社の処分を求める勧告 ○ 有価証券の売買その他の取引に関し、虚偽の表示をする行為 ・ 検査対象先の代表取締役社長ほか１名は、割引金融債の取引に関し、多数の顧客に対し、実際には取得させる意思がないにもかかわらず、割引金融債を取得させる旨を述べ、また、取得させた事実がないにもかかわらず、虚偽の内容の取引報告書及び有価証券預り証を交付することにより虚偽の表示を行った。（新潟証券） ○ 実勢を反映しない作為的相場形成を形成させるべき一連の有価証券の売買取引をする行為 ・ 検査対象先の第二ディーリングチームシニア・ディーラーは、複数の上場銘柄の株式について、当該銘柄の株価を自己に有利に動かすことを意図して、成行又は高い指値の買付けにより当該銘柄の株価を引き上げ、更にその後最良気配又はこれを下回る価格で買付けを注文する、一連の売買取引を行った。（十字屋証券） ロ 登録金融機関の処分を求める勧告 ○ 有価証券の売買その他の取引に関し、重要な事項につき誤解を生ぜしめるべき表示をする行為 ・ 検査対象先の丸の内支店営業第２部ヴァイスプレジデント２名は、複数又は特定の顧客に対し、それぞれ、仕組債の私募の取扱いに関し、当該債券の商品性が適切に記載されていない勧誘資料を交付等することにより、重要な事項につき誤解を生ぜしめるべき表示を行った。 （シティバンク、エヌ・エイ東京支店） (4) 取引審査 本事務年度の審査件数は、合計6７4件であった。その内訳は、株価が急騰するなど不自然な動きをしたもの等の価格形成に関するもの153件、投資者の投資判断に著しい影響を及ぼす重要な事実の公表により株価が大きく変動したもの等の内部者取引に関するもの506件、その他風説の流布等に関するもの15件となっている。 本事務年度においては、新商品や新たな取引形態の出現といった動きやクロスボーダー取引への対応といった観点を踏まえ、こうした取引の中で不正な行為が行われていないか審査を行った。 (5) 一般からの情報の受付 本事務年度中に投資家など一般から受け付けた情報は、4,669件であり、前事務年度と比較すると約４割増加しており、平成４年の発足以来最高の受付件数となっている。情報の内容としては、個別銘柄に関するものが3,339件、証券会社の営業姿勢に関するものが620件、その他の意見等が710件となっている。 (6) 監視活動・機能強化への取組み等 ○ 組織の充実 平成17年度の機構・定員については、不公正取引等に係る課徴金調査及び有価証券報告書等の検査体制の整備並びに外国為替証拠金取引規制に係る検査体制の整備を大きな柱として増員要求を行った結果、44人の増員が認められ、平成17年度末の定員は307人となる。 (注) 増員の他に、検査の一元化に伴う金融庁検査局からの振替35人及び合理化減9人（事務の効率化による削減）がある。 また、財務局等の監視官部門においても、全体で16人の増員が認められ、平成17年度末の定員は245人となり、監視委員会の定員と合計すると全体で552人となる。 さらに、的確な市場監視及び職員の専門性向上を図るなどのため、デリバティブや投資信託の組成・運用などに精通した者、弁護士及び公認会計士31人の民間専門家を採用し、平成17年６月末現在において在籍している民間出身の専門家は80人となっている。 ○ 新たな監視機能について 金融審議会第一部会の報告書（平成15年12月24日「市場機能を中核とする金融システムに向けて」）において、市場監視機能・体制の強化のための方策として、課徴金制度の導入、金融庁から監視委員会への検査委任範囲の拡大等が報告された。 金融庁は、同報告書に基づき、「証券取引法の一部を改正する法律案」を第159回通常国会に提出し、同法案は平成16年６月２日に成立した。課徴金制度の導入については平成17年４月１日から、監視委員会の検査範囲の拡大については同年７月１日から施行された。 また、金融審議会第一部会の報告書（平成16年6月23日「外国為替証拠金取引に関する規制のあり方について」）において、外国為替証拠金取引について金融先物取引法を改正し、その検査を監視委員会が行うこと等が報告された。 金融庁は、同報告書に基づき、「金融先物取引法の一部を改正する法律案」を第161回臨時国会に提出し、同法案は平成16年12月1日に成立した。同法案により改正された金融先物法は、平成外国為替証拠金取引を行う金融先物取引業者に対する検査権限については17年７月１日から施行された。 ○ 投資家への情報提供等の取組み 講演会の開催やインターネットを通じて監視委員会の活動状況等の情報を提供することにより、個人投資家等の監視委員会に対する理解と証券市場等に対する信頼を深めてもらう工夫に取り組んでいる。また、監視委員会の活動に有用な端緒となる情報がより多く寄せられるよう、ポスター等を通じてその提供を求めている。 ○ 関係当局との連携 金融庁や自主規制機関と密接な情報交換等を行うとともに、海外の証券規制当局との情報交換や主要な国際会議への参加を通じて、金融庁とともに海外の証券規制当局との連携強化にも努めている。 本公表については、監視委員会のホームページ上において、本日から公表。 なお、官報においては8月30日に掲載する予定。 「委員会の活動状況」（一覧表） へ　(PDF/52KB) 「証券取引等監視委員会の活動状況」の本文へ 本文 （PDF/682KB） 付属資料 （PDF/883KB） 全文一括印刷用 （PDF/3,224KB）"
2005-11-18,日本エフエックス株式会社,,日本エフエックス株式会社に対する検査結果に基づく勧告について（平成17年11月18日）,https://www.fsa.go.jp/sesc/news/c_2005/2005/20051118-1.html,日本エフエックス株式会社に対する検査結果に基づく勧告について 平成17年11月18日 証券取引等監視委員会 １ ．勧告の内容 近畿財務局長が日本エフエックス株式会社（大阪市中央区、資本金100百万円、役職員115名）を検査した結果、下記のとおり当該金融先物取引業者に係る法令違反の事実が認められたので、平成17年11月18日、証券取引等監視委員会は、内閣総理大臣及び金融庁長官に対して、金融庁設置法第20条第１項の規定に基づき、行政処分を行うよう勧告した。 ２ ．事実関係 (1) 不招請勧誘 日本エフエックス株式会社（店頭金融先物取引業を行っており、金融先物取引法の一部を改正する法律（平成16年法律第159号）附則第２条第２項により金融先物取引業者とみなされる者）は、本社第二営業部及び八重洲支店において、平成17年７月１日以降、受託契約等の締結の勧誘の要請をしていない一般顧客に対し、電話をかけて受託契約等の締結の勧誘を行った。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第76条第４号に規定する「受託契約等の締結の勧誘の要請をしていない一般顧客に対し、電話をかけて受託契約等の締結を勧誘すること」に該当すると認められる。 (2) 契約締結前の交付書面にかかる記載不備 日本エフエックス株式会社は、平成17年７月１日から同年10月11日までの間、金融先物取引の受託等を内容とする契約を締結した全顧客に対し、金融先物取引法第70条第１項に規定する記載すべき事項を記載していない契約締結前に交付すべき書面を交付した。 金融先物取引法の一部を改正する法律附則第２条第１項によって当社が行った上記行為は、金融先物取引法の一部を改正する法律附則第２条第２項において適用する金融先物取引法第70条第１項に違反すると認められる。
